Key_,County,Precinct,Population,White Single Race,Black Single Race,Native American Single Race,Asian Pacific Islander Single Race,Other Single Race,Multi Race,Hispanic,Non Hispanic,Any Part Black,Any Part Native American,Any Part Black or Native American,,Hispanic White Single Race,Hispanic Other Single Race,PL00VA_TOT,White Single Race,REG00G_TOT,White,Black,Native American,Other,Democrat,Republican,Liberitarian,Unaffiliated,White Democrat,White Republican,WhiteLibertarian,White Unaffiliated,Black Democrat,Black Republican,Black Libertarian,Black Unaffiliated,Native American Democrat,Native American Republican,Native American Libretarian,Nnative American Unaffiliated,Other Democrat,Other Republican,Other Libretarian,Other Unaffiliated,Male,Female,18-25,26-40,41-65,66+
37.011.0101,Avery,Newland 1,1226,1206,0,0,5,7,8,17,1209,1,7,0,0,10,7,945,934,968,967,0,0,1,85,745,0,138,85,744,0,138,0,0,0,0,0,0,0,0,0,1,0,0,481,487,92,289,389,198
37.011.0102,Avery,Newland 2,1079,1053,1,0,0,8,17,14,1065,1,12,0,0,1,8,855,833,858,858,0,0,0,87,643,0,128,87,643,0,128,0,0,0,0,0,0,0,0,0,0,0,0,393,465,75,256,357,170
37.011.0103,Avery,Pineola,1407,1371,0,4,2,25,5,49,1358,0,5,0,0,24,25,1177,1154,974,972,0,0,2,167,639,3,165,166,638,3,165,0,0,0,0,0,0,0,0,1,1,0,0,471,503,54,207,361,352
37.011.0104,Avery,Plumtree,729,700,7,13,2,3,4,29,700,8,14,2,0,15,3,552,533,479,459,18,0,2,55,361,0,63,44,354,0,61,9,7,0,2,0,0,0,0,2,0,0,0,220,259,58,140,205,76
37.011.0105,Avery,Pyatte,498,475,0,0,2,18,3,30,468,0,2,0,0,12,18,381,359,261,261,0,0,0,39,187,0,35,39,187,0,35,0,0,0,0,0,0,0,0,0,0,0,0,128,133,36,83,108,34
37.011.0106,Avery,Roaring Creek,558,553,0,0,3,1,1,12,546,0,0,0,0,11,1,455,450,345,344,0,0,1,20,290,0,35,20,289,0,35,0,0,0,0,0,0,0,0,0,1,0,0,183,162,34,91,145,75
37.013.0107,Beaufort,HUNTERS BRIDGE,1137,963,159,1,2,10,2,48,1089,159,2,0,0,35,10,862,729,654,553,97,1,3,401,209,2,42,312,204,2,35,88,3,0,6,0,0,0,1,1,2,0,0,297,357,63,191,242,158
37.013.0108,Beaufort,BELHAVEN,2606,1211,1348,3,11,14,19,70,2536,1353,6,0,5,50,14,1997,1004,1754,931,817,0,6,1285,334,1,134,520,319,0,92,759,15,1,42,0,0,0,0,6,0,0,0,748,1006,170,428,757,399
37.013.0109,Beaufort,BLOUNTS CREEK,946,504,414,1,4,2,21,4,942,414,8,0,0,1,2,739,405,618,359,258,0,1,464,116,2,36,215,110,2,32,248,6,0,4,0,0,0,0,1,0,0,0,275,343,41,137,297,143
37.013.0110,Beaufort,NORTH CREEK,1789,1560,210,1,0,7,11,19,1770,213,4,1,0,9,7,1436,1260,1082,968,111,1,2,581,363,4,134,475,361,4,128,105,1,0,5,0,0,0,1,1,1,0,0,506,576,109,212,472,289
37.013.0111,Beaufort,OLD FORD,1655,1021,592,0,0,37,5,53,1602,596,0,0,1,18,34,1307,831,995,619,374,0,2,702,211,2,80,358,200,2,59,343,10,0,21,0,0,0,0,1,1,0,0,433,562,78,250,479,188
37.013.0112,Beaufort,RIVER ROAD,3080,2109,772,4,8,165,22,361,2719,772,7,3,5,191,157,2322,1694,1802,1459,331,0,12,948,644,3,207,651,623,3,182,290,21,0,20,0,0,0,0,7,0,0,5,824,978,164,467,804,367
37.013.0113,Beaufort,TRANTERS CREEK,2874,2306,508,5,8,33,14,68,2806,511,12,1,1,35,31,2129,1743,1636,1401,225,0,10,905,559,3,169,706,545,2,148,194,9,1,21,0,0,0,0,5,5,0,0,782,854,162,533,694,247
37.013.0114,Beaufort,WOODARDS POND,1883,1777,94,4,3,0,5,18,1865,94,9,0,0,16,0,1487,1416,1124,1067,51,2,4,518,456,4,146,467,453,4,143,49,1,0,1,1,0,0,1,1,2,0,1,528,596,115,212,550,247
37.013.0115,Beaufort,AURORA,1833,854,958,0,1,3,17,18,1815,956,9,1,3,6,3,1415,705,1170,642,520,1,7,877,187,0,106,385,178,0,79,487,8,0,25,1,0,0,0,4,1,0,2,489,681,94,264,520,292
37.013.0116,Beaufort,BEAVER DAM,2259,2088,66,1,3,92,9,118,2141,66,1,0,3,24,90,1758,1635,1277,1221,50,0,6,645,508,4,120,598,505,3,115,45,2,1,2,0,0,0,0,2,1,0,3,608,669,107,376,576,218
37.013.0117,Beaufort,CHOCOWINITY,5279,3912,1260,15,3,51,38,168,5111,1272,20,0,5,100,50,3932,2987,2713,2080,617,2,14,1658,801,2,252,1092,775,2,211,557,23,0,37,0,1,0,1,9,2,0,3,1217,1496,241,754,1219,499
37.013.0118,Beaufort,EDWARD,1540,831,687,1,2,8,11,21,1519,688,5,0,5,8,7,1169,694,928,494,431,0,3,685,163,0,80,280,156,0,58,404,7,0,20,0,0,0,0,1,0,0,2,370,558,68,227,387,246
37.013.0119,Beaufort,PANTEGO,1889,1188,627,0,0,66,8,120,1769,627,0,0,2,51,65,1449,918,1191,782,407,1,1,835,285,1,70,443,278,1,60,391,6,0,10,0,1,0,0,1,0,0,0,530,661,107,273,484,327
37.013.0120,Beaufort,PINETOWN,1180,1076,87,2,6,7,2,26,1154,88,3,0,0,19,7,887,812,754,706,44,0,4,395,274,3,82,354,271,3,78,39,3,0,2,0,0,0,0,2,0,0,2,342,412,68,203,303,180
37.013.0121,Beaufort,PS JONES WARD 3,2100,607,1438,9,3,16,27,29,2071,1442,11,8,7,3,16,1524,525,1468,454,1002,1,11,1201,174,0,93,265,142,0,47,931,26,0,45,0,1,0,0,5,5,0,1,558,910,145,385,522,416
37.013.0122,Beaufort,SURRY BATH,2082,1856,190,7,0,18,11,24,2058,192,13,2,0,6,18,1625,1461,1373,1271,98,1,3,795,440,7,131,705,434,6,126,89,4,1,4,0,1,0,0,1,1,0,1,632,741,114,290,656,313
37.013.0123,Beaufort,WASHINGTON WARD 1,2380,1186,1109,0,21,30,34,114,2266,1116,4,9,5,74,28,1741,982,1467,862,589,0,16,1013,287,1,166,484,260,1,117,523,22,0,44,0,0,0,0,6,5,0,5,578,889,159,427,589,292
37.013.0124,Beaufort,WASHINGTON WARD 2,2209,1003,1173,4,6,9,14,31,2178,1173,5,3,5,14,6,1695,830,1396,743,642,0,11,981,284,1,130,385,260,1,97,587,23,0,32,0,0,0,0,9,1,0,1,572,824,156,395,579,266
37.013.0125,Beaufort,WASHINGTON WARD 4,3169,2332,748,3,19,46,21,88,3081,753,5,0,3,33,42,2465,1865,1875,1555,312,0,8,1123,535,2,215,846,515,2,192,275,17,0,20,0,0,0,0,2,3,0,3,827,1048,177,469,811,418
37.013.0126,Beaufort,WASHINGTON PARK,1621,1225,348,11,7,20,10,43,1578,351,17,0,0,19,20,1306,1006,1279,1067,206,0,6,775,396,1,107,580,389,1,97,191,5,0,10,0,0,0,0,4,2,0,0,587,692,93,290,533,363
37.013.0127,Beaufort,GILEAD,1447,1159,263,2,2,4,17,14,1433,265,5,4,0,5,2,1191,980,954,847,106,0,1,379,415,1,159,286,409,1,151,93,5,0,8,0,0,0,0,0,1,0,0,444,510,65,137,583,169
37.015.0128,Bertie,INDIAN WOODS,583,46,532,0,0,0,5,3,580,533,0,1,3,0,0,445,35,504,23,481,0,0,460,20,0,24,18,1,0,4,442,19,0,20,0,0,0,0,0,0,0,0,220,284,39,174,180,111
37.015.0129,Bertie,MERRY HILL,965,375,584,1,0,0,5,8,957,581,2,0,7,1,0,742,305,745,276,469,0,0,668,47,0,30,215,40,0,21,453,7,0,9,0,0,0,0,0,0,0,0,322,423,66,160,361,158
37.015.0130,Bertie,SNAKEBITE,1277,308,947,10,0,1,11,30,1247,956,10,0,0,25,1,902,240,882,171,708,1,2,794,61,0,27,122,38,0,11,670,22,0,16,1,0,0,0,1,1,0,0,373,509,89,278,353,162
37.015.0131,Bertie,ROXOBEL,1780,414,1335,6,0,8,17,14,1766,1342,9,2,1,0,7,1266,341,1015,357,653,3,2,855,115,1,44,252,76,1,28,600,37,0,16,2,1,0,0,1,1,0,0,396,619,132,232,389,262
37.015.0132,Bertie,COLERAIN 1,1392,580,798,13,0,0,1,16,1376,796,13,0,2,6,0,1052,474,1028,519,504,1,4,838,128,0,62,371,100,0,48,465,26,0,13,0,1,0,0,2,1,0,1,429,599,98,243,406,281
37.015.0133,Bertie,COLERAIN 2,2111,652,1418,11,0,21,9,35,2076,1408,13,2,13,0,21,1554,525,1567,481,1084,2,0,1361,142,0,64,338,101,0,42,1021,41,0,22,2,0,0,0,0,0,0,0,652,915,160,429,618,360
37.015.0134,Bertie,MITCHELL 1,961,387,571,2,0,0,1,3,958,572,2,0,0,3,0,669,292,588,259,329,0,0,494,56,0,38,190,44,0,25,304,12,0,13,0,0,0,0,0,0,0,0,238,350,63,173,239,113
37.015.0135,Bertie,MITCHELL 2,1297,581,689,5,2,14,6,22,1275,689,6,2,1,4,14,970,489,1087,511,569,2,5,877,151,3,56,371,102,2,36,501,47,1,20,2,0,0,0,3,2,0,0,432,655,98,306,442,241
37.015.0136,Bertie,WINDSOR 1,5584,1903,3596,29,19,10,27,26,5558,3595,34,2,7,3,9,4146,1561,4020,1557,2456,2,5,3494,339,1,186,1181,255,1,120,2309,82,0,65,1,1,0,0,3,1,0,1,1655,2365,405,1152,1580,883
37.015.0137,Bertie,WINDSOR 2,974,949,14,5,0,2,4,6,968,14,5,0,0,4,1,759,740,668,657,10,1,0,544,85,0,39,534,84,0,39,9,1,0,0,1,0,0,0,0,0,0,0,305,363,75,162,329,102
37.015.0138,Bertie,WOODVILLE,1454,253,1186,1,1,6,7,24,1430,1179,1,0,12,6,5,1029,205,1163,236,921,1,5,1036,67,1,59,190,21,1,24,841,46,0,34,1,0,0,0,4,0,0,1,471,692,142,356,441,224
37.015.0139,Bertie,WHITES,1395,730,656,4,0,3,2,8,1387,655,4,0,3,2,3,1076,596,985,559,425,0,1,815,115,0,55,419,96,0,44,395,19,0,11,0,0,0,0,1,0,0,0,429,556,83,221,422,259
37.017.0140,Bladen,ABBOTTS,1047,731,285,5,0,13,13,34,1013,293,9,1,0,20,13,800,567,493,355,134,1,3,401,62,0,30,272,60,0,23,126,1,0,7,1,0,0,0,2,1,0,0,229,264,43,159,192,99
37.017.0141,Bladen,BETHEL,3423,2613,641,27,4,112,26,202,3221,641,35,3,4,75,109,2617,2038,1737,1497,224,8,8,1241,347,1,148,1023,337,1,136,208,5,0,11,7,1,0,0,3,4,0,1,825,912,130,491,772,344
37.017.0142,Bladen,BROWN MARSH,1942,968,895,35,2,35,7,76,1866,896,38,0,1,37,34,1442,767,1373,817,541,5,10,1136,156,1,80,635,125,1,56,495,24,0,22,2,1,0,2,4,6,0,0,572,801,89,388,598,298
37.017.0143,Bladen,CARVERS CREEK,2071,331,1332,358,0,13,37,49,2022,1314,382,5,26,2,13,1513,285,1176,202,889,81,4,1033,62,0,81,147,30,0,25,825,22,0,42,60,8,0,13,1,2,0,1,497,679,82,301,554,239
37.017.0144,Bladen,CENTRAL,1124,604,475,5,2,27,11,36,1088,473,11,0,2,8,25,830,484,470,298,170,2,0,379,40,0,51,223,34,0,41,154,6,0,10,2,0,0,0,0,0,0,0,214,256,40,136,221,73
37.017.0145,Bladen,COLLY,1870,1183,622,8,5,43,9,71,1799,618,9,1,8,17,43,1408,901,981,784,183,7,7,677,206,0,98,499,199,0,86,170,4,0,9,5,2,0,0,3,1,0,3,463,518,77,283,449,172
37.017.0146,Bladen,CYPRESS CREEK,894,657,150,14,1,65,7,71,823,150,15,0,0,6,65,667,510,452,388,61,1,2,307,93,1,51,251,91,1,45,53,2,0,6,1,0,0,0,2,0,0,0,214,238,53,140,180,79
37.017.0147,Bladen,FRENCHES CREEK,784,446,316,2,1,17,2,22,762,316,2,0,0,5,17,640,377,537,282,255,0,0,404,92,1,40,163,87,1,31,241,5,0,9,0,0,0,0,0,0,0,0,246,291,38,113,273,113
37.017.0148,Bladen,HOLLOW,1902,928,891,40,5,32,6,67,1835,890,40,0,4,28,30,1431,710,988,576,404,6,2,777,120,0,91,395,104,0,77,378,14,0,12,4,2,0,0,0,0,0,2,431,557,82,251,457,198
37.017.0149,Bladen,LAKE CREEK,663,413,181,11,0,55,3,97,566,177,11,0,4,31,55,498,326,441,341,97,2,1,289,120,0,32,193,118,0,30,93,2,0,2,2,0,0,0,1,0,0,0,203,238,28,104,212,97
37.017.0150,Bladen,TURNBULL,736,398,312,12,0,10,4,33,703,313,15,0,0,23,10,514,309,399,246,150,2,1,322,50,0,27,177,47,0,22,143,2,0,5,2,0,0,0,0,1,0,0,184,215,27,129,186,57
37.017.0151,Bladen,WHITES CREEK,1575,555,924,49,1,26,20,43,1532,923,58,8,4,11,24,1156,445,744,292,442,9,1,633,62,0,49,223,44,0,25,403,17,0,22,6,1,0,2,1,0,0,0,321,423,46,188,350,160
37.017.0152,Bladen,WHITE OAK,1765,1078,554,34,1,89,9,208,1557,556,38,0,1,103,85,1318,853,832,592,235,3,2,571,150,0,111,355,141,0,96,211,9,0,15,3,0,0,0,2,0,0,0,382,450,69,241,377,145
37.017.0153,Bladen,BLADENBORO 1,2138,1738,363,7,0,15,15,19,2119,367,11,0,1,11,7,1708,1414,1925,1454,459,7,5,1474,301,0,150,1051,280,0,123,417,17,0,25,4,1,0,2,2,3,0,0,853,1072,127,498,880,420
37.017.0154,Bladen,BLADENBORO 2,3566,2638,867,25,7,13,16,34,3532,867,33,1,3,14,11,2710,2078,2223,1758,455,5,5,1675,398,0,150,1252,380,0,126,417,17,0,21,5,0,0,0,1,1,0,3,960,1263,172,612,996,443
37.017.0155,Bladen,ELIZABETHTOWN 1,3809,1743,1999,6,5,40,16,59,3750,2004,6,5,4,20,34,2869,1409,2180,1158,1012,4,6,1759,260,0,161,809,236,0,113,943,23,0,46,3,0,0,1,4,1,0,1,941,1239,184,588,960,448
37.017.0156,Bladen,ELIZABETHTOWN 2,2969,1445,1428,19,11,31,35,77,2892,1424,26,7,11,23,30,2209,1170,1401,992,401,3,5,1055,222,0,124,694,200,0,98,358,20,0,23,1,0,0,2,2,2,0,1,594,807,82,400,570,349
37.019.0157,Brunswick,FRYING PAN,3969,3640,241,14,7,50,17,93,3876,242,24,1,1,42,46,3147,2937,2803,2698,87,3,15,1265,1088,0,450,1181,1080,0,437,77,3,0,7,1,1,0,1,6,4,0,5,1265,1538,183,582,1321,717
37.019.0158,Brunswick,GRISSETTOWN,4237,3529,466,50,23,123,46,193,4044,471,70,4,6,52,119,3454,2937,3272,2907,346,2,17,1602,1092,5,573,1292,1070,5,540,299,18,0,29,2,0,0,0,9,4,0,4,1503,1769,237,804,1561,670
37.019.0159,Brunswick,HOODS CREEK,2174,1499,587,22,6,20,40,26,2148,591,52,0,1,7,14,1565,1102,1230,825,394,4,7,696,405,2,127,326,393,2,104,366,7,0,21,0,3,0,1,4,2,0,1,572,658,122,403,559,146
37.019.0160,Brunswick,TOWN CREEK,4094,3273,682,60,10,12,57,44,4050,694,102,2,1,33,10,2989,2465,2307,1938,348,7,14,1135,835,5,332,812,813,4,309,315,12,1,20,3,2,0,2,5,8,0,1,1052,1255,219,747,1066,275
37.019.0161,Brunswick,WOODBURN,2176,1315,670,30,3,125,33,246,1930,670,51,2,2,114,125,1620,1011,1621,1149,458,1,13,916,500,1,204,509,470,0,170,399,26,1,32,1,0,0,0,7,4,0,2,756,865,121,536,718,246
37.019.0162,Brunswick,BELVILLE,4707,3581,954,24,22,51,75,104,4603,969,53,3,1,41,40,3522,2725,2671,2136,490,3,42,1220,988,4,459,776,950,2,408,427,25,2,36,2,0,0,1,15,13,0,14,1234,1437,244,950,1235,242
37.019.0163,Brunswick,BOLIVIA,2187,1584,550,9,5,6,33,12,2175,563,22,5,0,1,3,1572,1159,1271,939,323,0,9,683,452,4,132,400,428,3,108,278,23,1,21,0,0,0,0,5,1,0,3,608,663,113,429,554,175
37.019.0164,Brunswick,BOILING SPRING LAKES,3367,3190,98,22,12,6,39,24,3343,111,34,1,1,16,5,2619,2500,2308,2261,27,6,14,839,985,3,481,812,975,3,471,20,3,0,4,3,2,0,1,4,5,0,5,1102,1206,170,641,1070,427
37.019.0165,Brunswick,LELAND,5040,3368,1302,58,20,211,81,340,4700,1324,80,9,8,126,200,3559,2471,2456,1874,561,2,19,1313,753,2,388,813,712,2,347,493,31,0,37,1,1,0,0,6,9,0,4,1090,1366,290,781,1133,252
37.019.0166,Brunswick,LONGWOOD,3823,2304,1419,14,9,53,24,138,3685,1395,22,5,28,53,51,2912,1899,2385,1694,678,3,10,1306,720,0,359,671,695,0,328,625,25,0,28,1,0,0,2,9,0,0,1,1090,1295,177,584,1124,500
37.019.0167,Brunswick,MOSQUITO,2700,2381,268,11,16,4,20,12,2688,273,21,2,2,6,2,2297,2066,2117,1957,141,3,16,741,927,1,448,608,913,1,435,126,6,0,9,2,0,0,1,5,8,0,3,1010,1107,109,269,1337,402
37.019.0168,Brunswick,OAK ISLAND 1,2306,2262,9,9,4,4,18,18,2288,9,16,1,1,10,4,2021,1984,1124,1107,5,0,12,450,465,0,209,442,462,0,203,5,0,0,0,0,0,0,0,3,3,0,6,532,592,52,156,611,305
37.019.0169,Brunswick,OAK ISLAND 2,1781,1750,7,3,2,2,17,18,1763,9,12,0,0,12,1,1489,1466,2105,2090,4,0,11,970,793,3,339,963,790,3,334,2,0,0,2,0,0,0,0,5,3,0,3,978,1127,121,481,1032,471
37.019.0170,Brunswick,OAK ISLAND 3,2695,2640,10,17,5,5,18,16,2679,12,27,0,2,6,3,2295,2262,2137,2123,4,1,9,852,851,4,430,845,847,4,427,4,0,0,0,0,0,0,1,3,4,0,2,1017,1120,134,419,1109,475
37.019.0171,Brunswick,SOUTHPORT 1,2732,2353,327,10,13,5,24,25,2707,339,14,2,1,19,5,2214,1935,2211,1965,230,4,12,1006,781,4,420,801,759,3,402,198,18,1,13,1,2,0,1,6,2,0,4,1035,1176,156,488,1109,458
37.019.0172,Brunswick,SOUTHPORT 2,2505,1936,500,17,19,14,19,39,2466,506,21,7,0,21,12,1945,1522,1874,1487,363,4,20,908,628,0,338,580,602,0,305,314,21,0,28,3,0,0,1,11,5,0,4,860,1014,140,443,927,364
37.019.0173,Brunswick,SHINGLETREE 1,3145,2975,97,15,11,22,25,67,3078,103,28,0,0,42,19,2812,2682,2550,2499,39,0,12,961,1046,1,542,920,1040,1,538,35,3,0,1,0,0,0,0,6,3,0,3,1222,1328,99,329,1297,825
37.019.0174,Brunswick,SHINGLETREE 2,3220,3078,67,1,12,49,13,78,3142,70,8,0,0,30,46,2935,2829,2979,2940,27,1,11,963,1399,2,615,935,1394,2,609,24,1,0,2,0,0,0,1,4,4,0,3,1411,1568,75,325,1124,1455
37.019.0175,Brunswick,SUPPLY,3127,1732,1289,23,0,46,37,106,3021,1289,33,3,15,40,44,2292,1325,1770,1040,716,1,13,1188,392,2,188,537,351,2,150,645,35,0,36,0,1,0,0,6,5,0,2,805,965,206,490,809,265
37.019.0176,Brunswick,WACCAMAW,2859,2521,195,8,13,98,24,231,2628,201,13,1,0,115,95,2118,1882,1669,1516,150,0,3,949,566,0,154,810,558,0,148,136,8,0,6,0,0,0,0,3,0,0,0,790,879,155,524,737,253
37.019.0177,Brunswick,SECESSION 1,2864,2525,279,23,3,11,23,30,2834,285,33,4,1,17,11,2357,2123,2054,1812,227,2,13,1137,596,1,320,942,568,1,301,187,24,0,16,2,0,0,0,6,4,0,3,971,1083,153,467,1012,422
37.019.0178,Brunswick,SECESSION 2,3954,3809,54,29,7,24,31,49,3905,57,47,0,0,20,19,3225,3127,2509,2451,37,6,15,1274,795,3,437,1246,778,3,424,25,11,0,1,3,0,0,3,0,6,0,9,1198,1311,168,581,1200,560
37.019.0179,Brunswick,SHALLOTTE,3481,2955,445,25,8,24,24,51,3430,454,33,0,3,23,23,2675,2300,1815,1562,233,6,14,1100,454,2,259,880,441,2,239,213,7,0,13,3,1,0,2,4,5,0,5,800,1015,185,490,812,328
37.021.0180,Buncombe,Asheville 1,2474,1223,1153,33,9,13,43,50,2424,1161,44,6,10,23,10,2150,1155,1864,1194,638,5,27,1147,359,5,353,571,324,5,294,560,26,0,52,0,3,0,2,16,6,0,5,818,1046,172,603,710,379
37.021.0181,Buncombe,Asheville 2,3347,1588,1641,8,16,38,56,87,3260,1640,24,4,21,36,24,2497,1348,2749,1573,1135,4,37,1854,242,9,644,839,194,8,532,994,46,1,94,1,1,0,2,20,1,0,16,1155,1594,325,1132,974,318
37.021.0182,Buncombe,Asheville 3,2833,1866,845,12,18,40,52,84,2749,865,20,0,2,46,31,2391,1667,2465,1872,559,7,27,1489,308,14,654,995,282,13,582,473,23,1,62,5,0,0,2,16,3,0,8,1075,1390,354,965,789,357
37.021.0183,Buncombe,Asheville 4,1480,1431,16,1,14,7,11,14,1466,19,1,0,0,12,1,1237,1201,1622,1588,22,2,10,895,430,6,291,869,429,6,284,20,1,0,1,1,0,0,1,5,0,0,5,714,908,145,458,669,350
37.021.0184,Buncombe,Asheville 5,2785,2708,30,1,15,20,11,47,2738,31,2,0,4,22,19,2227,2166,2353,2314,20,2,17,1191,783,1,378,1173,781,1,359,13,1,0,6,0,0,0,2,5,1,0,11,1103,1250,170,446,1081,656
37.021.0185,Buncombe,Asheville 6,1786,1630,98,2,20,23,13,54,1732,106,2,4,0,32,21,1477,1370,1616,1536,64,1,15,853,470,2,291,793,462,2,279,56,3,0,5,1,0,0,0,3,5,0,7,671,945,114,366,672,464
37.021.0186,Buncombe,Asheville 7,1865,1504,315,4,11,10,21,37,1828,323,12,0,0,27,7,1524,1245,1989,1686,279,5,19,1228,392,8,361,979,372,8,327,234,16,0,29,4,1,0,0,11,3,0,5,791,1198,151,517,770,551
37.021.0187,Buncombe,Asheville 8,4464,2441,1657,16,33,205,112,418,4046,1687,44,8,11,186,196,3449,1950,2804,1765,1023,2,14,1705,661,6,432,773,621,6,365,923,37,0,63,1,0,0,1,8,3,0,3,1217,1587,218,834,1127,625
37.021.0188,Buncombe,Asheville 9,3615,2878,551,14,44,47,81,115,3500,572,27,4,7,64,39,2778,2336,2443,2157,267,4,15,1321,674,5,443,1090,652,5,410,222,17,0,28,3,0,0,1,6,5,0,4,1027,1416,213,759,984,487
37.021.0189,Buncombe,Asheville 10,1965,412,1511,3,3,16,20,23,1942,1517,8,2,2,8,13,1404,374,1289,317,957,0,15,1022,112,1,154,175,73,0,69,836,36,1,84,0,0,0,0,11,3,0,1,492,797,136,412,465,276
37.021.0190,Buncombe,Asheville 11,1499,651,784,11,6,15,32,66,1433,781,19,5,7,36,11,1314,587,862,356,487,3,16,624,70,3,165,185,56,3,112,431,13,0,43,1,0,0,2,7,1,0,8,412,450,71,226,365,200
37.021.0191,Buncombe,Asheville 12,1948,1632,200,15,15,61,25,96,1852,208,23,1,1,37,56,1602,1382,1295,1167,110,2,16,748,258,5,284,652,254,5,256,89,1,0,20,1,1,0,0,6,2,0,8,599,696,135,438,532,190
37.021.0192,Buncombe,Asheville 13,2831,1890,776,18,14,61,72,136,2695,799,29,4,2,66,55,2096,1577,1658,1376,251,6,25,958,378,5,317,730,359,4,283,212,13,1,25,3,3,0,0,13,3,0,9,669,989,189,612,572,285
37.021.0193,Buncombe,Asheville 14,4433,3474,703,11,36,112,97,404,4029,722,28,6,6,255,112,3384,2733,2739,2299,416,2,22,1429,753,11,546,1068,726,11,494,348,19,0,49,0,1,0,1,13,7,0,2,1194,1545,282,984,1036,437
37.021.0194,Buncombe,Asheville 15,4192,3720,172,12,115,114,59,199,3993,191,34,1,0,86,109,3461,3138,3177,3055,92,0,30,1744,842,7,584,1660,826,7,562,79,4,0,9,0,0,0,0,5,12,0,13,1358,1819,268,976,1191,742
37.021.0195,Buncombe,Asheville 16,3159,2591,330,10,35,100,93,230,2929,342,45,5,3,102,87,2466,2122,2129,1955,151,2,21,1166,588,3,372,1034,568,3,350,125,10,0,16,1,0,0,1,6,10,0,5,898,1231,166,676,800,487
37.021.0196,Buncombe,Asheville 17,1896,1710,122,3,14,4,43,25,1871,130,13,4,1,19,3,1640,1481,2080,1972,88,0,20,1046,559,6,469,961,546,6,459,75,7,0,6,0,0,0,0,10,6,0,4,945,1135,188,631,931,330
37.021.0197,Buncombe,Asheville 18,3232,3115,62,4,14,19,18,87,3145,64,12,0,2,69,16,2523,2447,2653,2603,36,0,14,955,1257,3,438,922,1251,3,427,29,5,0,2,0,0,0,0,4,1,0,9,1183,1470,144,615,943,951
37.021.0198,Buncombe,Asheville 19,1344,1145,94,2,34,44,25,74,1270,99,9,0,2,22,44,1148,993,1333,1236,80,1,16,466,573,1,293,394,565,1,276,66,1,0,13,0,1,0,0,6,6,0,4,616,717,119,504,461,249
37.021.0199,Buncombe,Asheville 20,948,765,145,3,11,5,19,7,941,150,5,1,0,1,5,812,678,828,759,55,3,11,424,253,1,150,369,248,1,141,49,2,0,4,2,1,0,0,4,2,0,5,375,453,76,259,323,170
37.021.0200,Buncombe,Asheville 21,3034,2578,357,15,17,22,45,43,2991,376,21,1,2,22,14,2382,2080,1968,1755,195,3,15,1001,626,3,338,834,606,3,312,161,14,0,20,2,1,0,0,4,5,0,6,857,1111,172,558,826,412
37.021.0201,Buncombe,Asheville 22,1374,1314,31,1,6,5,17,19,1355,31,4,0,1,7,4,1159,1111,1266,1247,10,0,9,608,437,1,220,596,433,1,217,9,1,0,0,0,0,0,0,3,3,0,3,571,695,79,192,602,393
37.021.0202,Buncombe,Asheville 23,1603,1504,58,4,12,9,16,22,1581,62,10,0,0,12,9,1227,1164,1208,1184,13,2,9,530,466,2,210,516,461,2,205,12,1,0,0,1,1,0,0,1,3,0,5,578,630,108,279,661,160
37.021.0203,Buncombe,Asheville 24,2730,2575,68,18,28,15,26,69,2661,71,30,6,0,54,15,2165,2064,2007,1953,31,8,15,934,708,5,360,915,690,5,343,15,7,0,9,1,3,0,4,3,8,0,4,924,1083,179,594,829,405
37.021.0204,Buncombe,Asheville 25,3011,2704,178,3,56,25,45,97,2914,185,14,4,6,62,23,2422,2193,2289,2157,102,1,29,1091,716,9,473,1002,698,9,448,79,7,0,16,1,0,0,0,9,11,0,9,1039,1250,214,792,846,437
37.021.0205,Buncombe,Averys Creek (30),3568,3431,63,18,12,17,27,40,3528,70,32,0,0,22,13,2789,2697,2554,2497,45,2,10,1046,1028,3,477,1006,1023,3,465,34,0,0,11,1,1,0,0,5,4,0,1,1199,1355,227,749,1158,420
37.021.0206,Buncombe,Biltmore (31),1440,1429,0,5,2,1,3,2,1438,0,8,0,0,2,0,1106,1100,1371,1364,0,0,7,437,721,0,213,434,718,0,212,0,0,0,0,0,0,0,0,3,3,0,1,662,709,109,240,708,314
37.021.0207,Buncombe,Black Mountain 1 (32),2660,2353,225,11,19,22,30,47,2613,232,26,0,1,23,20,1768,1658,1318,1245,60,2,11,644,463,1,210,582,458,1,204,51,4,0,5,1,0,0,1,10,1,0,0,619,699,108,382,609,219
37.021.0208,Buncombe,Black Mountain 2 (33),4014,3686,202,15,39,14,58,38,3976,212,37,8,3,26,9,3175,2953,2856,2721,96,5,34,1445,940,4,467,1345,928,4,444,83,1,0,12,0,2,0,3,17,9,0,8,1298,1558,241,802,1297,516
37.021.0209,Buncombe,Black Mountain 3 (34),1396,1339,4,2,20,12,19,12,1384,9,9,1,0,5,7,1136,1100,1362,1333,17,2,10,708,435,1,218,686,435,1,211,15,0,0,2,2,0,0,0,5,0,0,5,601,761,90,364,556,352
