"Key_","County","Precinct","PL00AA_TOT","PL00AA_W_SR","PL00AA_B_SR","PL00AA_NA_SR","PL00AA_API_SR","PL00AA_O_SR","PL00AA_MR","PL00AA_HISP","PL00AA_NONHISP","PL00AA_AP_B","PL00AA_AP_NA","PL00AA_AP_BNA","PL00AA_H_AP_B","PL00AA_HW_SR","PL00AA_HO_SR","PL00VA_TOT","PL00VA_W_SR","PL00VA_B_SR","PL00VA_NA_SR","PL00VA_API_SR","PL00VA_O_SR","PL00VA_MR","PL00VA_HISP","PL00VA_NONHISP","PL00VA_AP_B","PL00VA_AP_NA","PL00VA_AP_BNA","PL00VA_H_AP_B","PL00VA_HW_SR","PL00VA_HO_SR","REG00G_TOT","REG00G_W","REG00G_B","REG00G_NA","REG00G_O","REG00G_D","REG00G_R","REG00G_L","REG00G_U","REG00G_WD","REG00G_WR","REG00G_WL","REG00G_WU","REG00G_BD","REG00G_BR","REG00G_BL","REG00G_BU","REG00G_NAD","REG00G_NAR","REG00G_NAL","REG00G_NAU","REG00G_OD","REG00G_OR","REG00G_OL","REG00G_OU","REG00G_M","REG00G_F","REG00G_1825","REG00G_2640","REG00G_4165","REG00G_66UP","EL98G_USS_D","EL98G_USS_R","EL98G_USS_L","EL00P_SA_D_RC","EL00P_SA_D_PC","EL00P_GOV_D_ME","EL00P_GOV_D_DW","EL00P_GOV_D_O","EL00P_GOV_R_LD","EL00P_GOV_R_AM","EL00P_GOV_R_CN","EL00P_GOV_R_RV","EL00G_GOV_D","EL00G_GOV_R","EL00G_GOV_O","EL00G_CJ_D","EL00G_CJ_R","EL00G_SA_D","EL00G_SA_R","EL00G_USH_D","EL00G_USH_R","EL00G_USH_O","EL00G_NCH_D","EL00G_NCH_R","EL00G_NCH_T","EL00G_NCS_D","EL00G_NCS_R","EL00G_NCS_T"
"37.003.0044","Alexander","Little River",1418,1308,67,2,22,0,19,1,1417,72,7,0,0,1,0,1087,1012,51,2,12,0,10,1,1086,53,4,0,0,1,0,717,677,37,0,3,308,327,0,82,276,322,0,79,30,5,0,2,0,0,0,0,2,0,0,1,331,386,54,227,323,113,188,314,17,28,13,7,33,3,46,1,4,16,193,348,7,180,350,204,311,164,353,10,0,356,0,0,344,0
"37.003.0045","Alexander","Sharpes 1",3200,2967,100,14,14,77,28,129,3071,105,29,0,6,42,76,2388,2231,77,10,4,56,10,87,2301,73,17,0,5,22,56,1818,1728,82,2,6,990,644,0,184,910,639,0,179,77,2,0,3,0,1,0,1,3,2,0,1,823,995,112,621,805,280,503,427,22,68,54,54,76,8,38,0,1,26,462,517,16,436,538,465,499,390,572,10,0,558,0,0,544,0
"37.003.0046","Alexander","Sharpes 2",1441,1321,67,10,1,19,23,41,1400,69,14,4,3,13,16,1072,996,45,4,1,11,15,25,1047,45,6,3,1,9,9,541,521,18,0,2,312,181,0,48,295,180,0,46,16,0,0,2,0,0,0,0,1,1,0,0,257,284,55,169,229,88,357,214,10,39,31,33,39,1,13,1,1,12,287,261,8,284,268,304,243,257,290,6,0,284,0,0,289,0
"37.003.0047","Alexander","Sugar Loaf",1231,1190,8,0,0,21,12,23,1208,14,6,0,0,2,21,943,921,3,0,0,13,6,15,928,5,4,0,0,2,13,558,558,0,0,0,192,311,0,55,192,311,0,55,0,0,0,0,0,0,0,0,0,0,0,0,257,301,46,152,254,106,112,264,13,14,7,12,13,2,25,1,4,25,144,292,7,128,309,136,297,110,323,7,0,311,0,0,308,0
"37.003.0048","Alexander","Taylorsville 1",2335,2140,59,6,48,50,32,94,2241,63,19,0,1,52,38,1723,1608,44,5,16,31,19,66,1657,44,17,0,1,37,25,801,781,13,4,3,274,397,0,130,262,396,0,123,9,0,0,4,2,1,0,1,1,0,0,2,354,447,86,298,332,85,204,279,12,26,21,23,30,3,33,0,3,28,147,344,7,130,365,141,349,108,380,1,0,367,0,0,373,0
"37.003.0049","Alexander","Taylorsville 2",2240,1761,386,4,6,57,26,93,2147,406,6,1,2,36,55,1679,1345,285,3,5,31,10,52,1627,291,5,1,0,21,31,1019,821,190,1,7,501,403,0,115,331,390,0,100,168,10,0,12,0,0,0,1,2,3,0,2,453,566,85,353,436,145,334,276,9,33,31,32,43,5,34,0,4,29,296,304,10,277,323,296,292,248,345,7,0,346,0,0,347,0
"37.003.0050","Alexander","Taylorsville 3",1618,1513,43,2,1,48,11,59,1559,46,5,0,2,10,47,1260,1186,30,2,1,35,6,42,1218,31,5,0,1,7,34,869,845,24,0,0,389,370,0,110,370,369,0,106,19,1,0,4,0,0,0,0,0,0,0,0,372,497,78,286,368,137,302,259,14,52,20,37,46,2,27,0,1,17,263,234,7,248,250,269,226,220,274,8,0,279,0,0,281,0
"37.003.0051","Alexander","Taylorsville 4",1822,1441,330,1,28,13,9,18,1804,335,2,2,0,5,13,1433,1163,248,0,12,8,2,13,1420,248,1,0,0,5,8,987,853,126,0,8,506,365,0,116,383,357,0,113,116,7,0,3,0,0,0,0,7,1,0,0,422,565,71,281,416,219,345,317,12,55,46,44,72,1,42,2,4,27,301,282,10,267,316,278,289,229,334,11,0,333,0,0,340,0
"37.003.0052","Alexander","Taylorsville 5",1468,1280,117,1,18,33,19,77,1391,123,12,0,0,42,30,1110,988,85,1,11,16,9,42,1068,87,8,0,0,24,16,659,598,58,1,2,268,319,0,72,210,317,0,71,56,2,0,0,1,0,0,0,1,0,0,1,300,359,53,227,264,115,169,220,13,21,20,23,16,5,29,0,4,20,132,252,3,110,269,118,255,95,283,4,0,277,0,0,277,0
"37.005.0053","Alleghany","Gap Civil",4177,3968,81,4,17,63,44,228,3949,83,26,1,5,141,63,3376,3202,68,4,16,51,35,162,3214,67,25,1,2,92,51,3096,3040,51,2,3,2085,703,0,308,2037,700,0,303,47,0,0,4,0,1,0,1,1,2,0,0,1373,1723,218,759,1343,776,1009,646,40,205,180,232,219,23,47,9,12,64,729,502,27,644,579,674,501,0,830,64,598,646,0,572,748,0
"37.005.0054","Alleghany","Cranberry",429,376,9,9,0,20,15,58,371,0,21,0,10,14,20,373,324,8,9,0,17,15,54,319,0,21,0,9,14,17,282,278,1,3,0,175,83,0,24,175,82,0,21,0,0,0,1,0,1,0,2,0,0,0,0,136,146,16,66,131,69,80,75,4,20,23,30,16,3,7,0,2,10,80,73,6,73,82,77,66,0,99,5,68,87,0,60,97,0
"37.005.0055","Alleghany","Glade Creek",1935,1837,20,9,0,62,7,117,1818,23,12,0,0,53,60,1499,1438,19,9,0,28,5,71,1428,20,12,0,0,39,28,1381,1364,13,1,3,797,444,1,139,783,443,1,137,12,1,0,0,0,0,0,1,2,0,0,1,654,727,121,347,636,277,294,315,16,52,49,73,41,12,32,0,7,34,308,335,15,274,360,273,347,0,486,30,258,403,0,239,398,0
"37.005.0056","Alleghany","Piney Creek",807,795,4,0,0,4,4,28,779,5,3,0,0,23,4,653,645,3,0,0,2,3,24,629,3,3,0,0,21,2,553,544,1,0,8,355,143,1,54,351,138,1,54,1,0,0,0,0,0,0,0,3,5,0,0,279,274,41,115,259,138,152,92,1,38,34,30,46,5,8,1,6,16,176,114,9,159,127,161,116,0,180,16,156,153,0,148,167,0
"37.005.0057","Alleghany","Prathers Creek",774,756,3,0,0,5,10,16,758,4,6,0,0,11,5,642,626,3,0,0,5,8,16,626,3,5,0,0,11,5,455,446,8,1,0,280,127,0,48,272,127,0,47,8,0,0,0,0,0,0,1,0,0,0,0,219,236,31,102,223,99,133,116,7,44,30,47,34,13,11,0,8,14,138,117,5,123,118,125,115,0,183,12,113,152,0,109,172,0
"37.005.0058","Alleghany","Whitehead",930,913,3,0,1,10,3,34,896,3,1,0,0,22,10,733,718,3,0,1,8,3,29,704,3,1,0,0,19,8,501,501,0,0,0,308,146,0,47,308,146,0,47,0,0,0,0,0,0,0,0,0,0,0,0,227,274,37,116,238,110,94,101,3,29,11,45,12,5,10,0,7,12,107,141,3,83,163,91,137,0,196,5,69,165,0,77,181,0
"37.005.0059","Alleghany","Cherry Lane",1625,1572,11,6,4,23,9,49,1576,11,10,0,0,21,23,1328,1290,7,5,4,16,6,35,1293,7,7,0,0,16,16,934,920,11,2,1,442,377,1,114,430,376,1,113,10,1,0,0,2,0,0,0,0,0,0,1,465,469,55,208,426,245,193,276,13,40,36,44,43,2,25,2,10,57,203,299,8,161,341,173,309,0,410,19,147,356,0,131,382,0
"37.007.0060","Anson","Morven/McFarlan",2047,559,1468,4,0,5,11,6,2041,1467,11,1,4,0,2,1392,439,944,3,0,0,6,4,1388,942,6,1,4,0,0,1463,425,1034,0,4,1246,96,0,121,322,57,0,46,921,38,0,75,0,0,0,0,3,1,0,0,583,880,163,487,580,233,351,69,10,92,112,152,74,14,1,0,0,4,437,104,13,440,103,448,81,421,125,2,496,0,0,446,73,6
"37.007.0061","Anson","Wadesboro 1",3018,875,2105,7,12,2,17,10,3008,2101,16,0,8,0,2,2198,701,1473,6,8,2,8,8,2190,1467,11,0,6,0,2,1864,565,1281,10,8,1539,184,0,141,398,108,0,59,1130,73,0,78,8,1,0,1,3,2,0,3,757,1107,199,573,713,379,582,125,4,318,76,209,176,16,2,2,2,8,616,157,5,592,163,594,139,557,201,0,693,0,0,631,103,6
"37.007.0062","Anson","Wadesboro 2",3091,1359,1669,2,21,30,10,32,3059,1668,4,0,7,5,20,2264,1111,1125,2,13,9,4,15,2249,1122,3,0,4,3,8,1890,1002,884,1,3,1518,212,1,159,744,165,1,92,771,47,0,66,1,0,0,0,2,0,0,1,770,1120,191,567,741,391,483,168,14,175,180,195,182,16,6,1,6,9,590,208,11,547,239,562,193,523,267,1,696,0,0,608,141,12
"37.007.0063","Anson","Wadesboro 3",3284,2053,1186,14,13,8,10,25,3259,1176,18,0,11,4,8,2531,1703,800,10,9,4,5,12,2519,796,14,0,5,3,4,2191,1611,560,8,12,1656,348,0,187,1165,309,0,137,479,36,0,45,7,1,0,0,5,2,0,5,966,1225,217,621,861,492,545,305,9,210,179,189,233,10,8,0,6,18,615,383,11,581,398,623,316,511,477,9,837,0,0,727,227,19
"37.007.0064","Anson","White Store",422,259,157,1,0,5,0,20,402,157,1,0,0,15,5,318,189,124,1,0,4,0,12,306,124,1,0,0,8,4,281,170,110,0,1,205,43,0,33,113,38,0,19,91,5,0,14,0,0,0,0,1,0,0,0,129,152,34,75,119,53,62,26,1,29,25,46,11,2,2,0,0,0,75,44,3,75,45,79,38,74,46,1,93,0,0,86,30,2
"37.007.0065","Anson","Ansonville",1617,886,704,2,17,2,6,12,1605,703,2,3,3,9,0,1264,726,526,2,8,0,2,11,1253,524,2,1,2,9,0,1033,597,433,0,3,825,133,0,75,423,119,0,55,401,12,0,20,0,0,0,0,1,2,0,0,454,579,109,256,433,235,361,121,9,146,172,215,109,28,9,0,4,21,428,168,12,394,189,423,141,380,216,3,505,0,0,450,135,10
"37.007.0066","Anson","Burnsville",1604,1322,266,7,0,1,8,1,1603,268,13,0,0,0,1,1244,1037,197,6,0,1,3,1,1243,197,9,0,0,0,1,948,760,186,1,1,625,250,0,73,456,241,0,63,168,9,0,9,1,0,0,0,0,0,0,1,452,496,80,245,419,204,223,240,10,79,80,125,56,4,27,1,2,17,298,272,12,288,282,300,247,245,333,6,424,0,0,347,215,9
"37.007.0067","Anson","Gulledge",2189,818,1337,9,0,6,19,17,2172,1345,15,1,2,7,6,1530,645,866,5,0,6,8,15,1515,869,7,1,1,7,6,1003,469,531,2,1,793,125,0,85,315,99,0,55,476,26,0,29,1,0,0,1,1,0,0,0,450,553,81,326,431,165,328,103,6,115,111,143,79,35,7,1,4,6,376,191,3,387,162,407,125,377,186,0,484,0,0,439,101,1
"37.007.0068","Anson","Lilesville",3426,1497,1890,19,10,1,9,22,3404,1877,21,4,14,8,0,2500,1162,1318,9,7,0,4,12,2488,1310,11,2,8,4,0,2035,891,1137,4,3,1670,197,0,168,636,156,0,99,1029,39,0,69,3,1,0,0,2,1,0,0,908,1127,222,539,860,414,695,188,8,179,165,190,147,27,6,0,1,20,763,230,21,732,254,749,219,702,289,10,887,0,0,783,170,22
"37.007.0069","Anson","Peachland",2012,1672,259,16,47,5,13,35,1977,259,19,0,1,26,5,1472,1239,189,9,25,5,5,19,1453,188,12,0,1,13,5,1093,939,149,3,2,712,246,1,134,590,233,1,115,120,13,0,16,1,0,0,2,1,0,0,1,505,588,103,344,438,208,215,190,8,57,53,79,51,5,12,3,1,13,278,321,3,289,289,291,269,249,343,1,396,0,0,341,242,11
"37.007.0070","Anson","Polkton",2565,1219,1254,32,29,17,14,31,2534,1260,37,1,0,16,15,2184,1020,1095,28,13,14,14,26,2158,1101,33,1,0,13,13,901,624,267,1,9,629,181,1,90,391,163,1,69,232,17,0,18,0,0,0,1,6,1,0,2,374,527,81,302,376,142,226,109,7,66,58,72,58,4,9,0,2,11,282,170,5,268,178,271,162,237,213,0,347,0,0,293,138,9
"37.009.0071","Ashe","Clifton",1635,1618,2,0,4,6,5,16,1619,2,5,0,0,10,6,1338,1325,1,0,2,5,5,12,1326,1,5,0,0,7,5,1339,1333,1,3,2,529,677,2,131,529,675,2,127,0,0,0,1,0,1,0,2,0,1,0,1,620,719,84,344,601,310,209,312,10,30,16,28,18,3,40,0,22,35,271,360,6,236,378,264,334,0,445,20,223,405,0,213,424,0
"37.009.0072","Ashe","Creston",786,770,7,2,0,2,5,15,771,7,5,0,0,12,2,619,606,4,2,0,2,5,9,610,4,5,0,0,6,2,581,580,0,0,1,108,415,0,58,108,415,0,57,0,0,0,0,0,0,0,0,0,0,0,1,282,299,48,152,262,119,55,161,13,7,4,6,9,0,14,1,6,33,67,241,4,65,247,60,249,0,254,12,65,240,0,62,248,0
"37.009.0073","Ashe","Elk",616,611,2,1,0,2,0,5,611,2,1,0,0,3,2,474,469,2,1,0,2,0,5,469,2,1,0,0,3,2,508,508,0,0,0,217,219,1,71,217,219,1,71,0,0,0,0,0,0,0,0,0,0,0,0,243,265,35,143,192,138,91,85,5,20,15,23,13,2,10,1,8,26,143,126,2,130,133,131,128,0,172,12,116,145,0,117,163,0
"37.009.0074","Ashe","Helton",710,699,0,0,1,6,4,6,704,0,2,0,0,0,6,583,574,0,0,1,6,2,6,577,0,2,0,0,0,6,556,556,0,0,0,212,263,0,81,212,263,0,81,0,0,0,0,0,0,0,0,0,0,0,0,272,284,43,125,253,135,95,152,6,10,10,21,4,0,15,1,14,29,111,154,9,96,166,106,148,0,207,10,96,170,0,79,190,0
"37.009.0075","Ashe","Horse Creek",661,656,1,0,0,1,3,0,661,1,1,0,0,0,0,524,519,1,0,0,1,3,0,524,1,1,0,0,0,0,525,525,0,0,0,239,241,0,45,239,241,0,45,0,0,0,0,0,0,0,0,0,0,0,0,260,265,31,130,227,137,97,108,5,20,11,15,11,5,25,0,4,5,110,113,5,107,108,112,97,0,137,18,100,116,0,92,130,0
"37.009.0076","Ashe","Hurricane",526,512,0,0,0,2,12,15,511,0,2,0,0,3,2,405,400,0,0,0,1,4,6,399,0,2,0,0,3,1,241,239,0,0,2,86,119,0,36,86,117,0,36,0,0,0,0,0,0,0,0,0,2,0,0,113,128,12,65,104,60,40,26,2,11,2,10,3,0,5,0,1,9,47,50,2,42,53,46,49,0,63,6,39,51,0,38,61,0
"37.009.0077","Ashe","Jefferson",4107,3975,43,2,19,55,13,84,4023,42,10,0,1,26,52,3338,3226,38,2,17,46,9,62,3276,38,10,0,0,16,43,3132,3101,28,1,2,1797,984,2,349,1783,970,2,346,12,14,0,2,0,0,0,1,2,0,0,0,1424,1708,229,777,1336,790,793,502,37,214,92,166,159,14,67,5,54,75,711,543,19,613,603,665,513,0,879,60,573,661,0,570,697,0
"37.009.0078","Ashe","Laurel",418,404,0,0,8,6,0,14,404,0,0,0,0,8,6,343,336,0,0,3,4,0,9,334,0,0,0,0,5,4,313,311,0,0,2,61,212,0,40,61,212,0,38,0,0,0,0,0,0,0,0,0,0,0,2,153,160,31,76,118,88,28,102,2,4,9,5,5,8,24,0,4,18,32,112,3,26,113,28,112,0,126,4,26,112,0,19,123,0
"37.009.0079","Ashe","New River",2565,2430,40,16,4,61,14,95,2470,43,19,4,2,31,61,2035,1942,29,10,2,44,8,69,1966,31,11,2,2,22,44,1749,1721,22,1,5,848,654,1,246,828,647,1,245,18,4,0,0,0,0,0,1,2,3,0,0,855,894,151,412,762,424,378,342,15,85,43,61,78,8,51,1,33,41,421,381,22,389,402,398,353,0,536,45,350,458,0,351,479,0
"37.009.0080","Ashe","North Fork",823,814,0,0,1,1,7,9,814,0,5,1,0,8,1,654,646,0,0,1,1,6,9,645,0,4,1,0,8,1,726,726,0,0,0,122,528,1,75,122,528,1,75,0,0,0,0,0,0,0,0,0,0,0,0,351,375,52,180,307,187,59,249,7,9,2,11,2,2,29,1,8,33,79,276,11,75,279,79,274,0,298,18,67,281,0,65,286,0
"37.009.0081","Ashe","Obids",1400,1360,16,6,1,13,4,32,1368,18,6,0,2,14,13,1114,1085,11,5,1,11,1,25,1089,10,5,0,2,10,11,902,898,0,0,4,411,351,1,139,410,350,1,137,0,0,0,0,0,0,0,0,1,1,0,2,419,483,69,223,388,222,186,186,13,46,31,41,34,5,31,1,14,33,219,210,14,191,239,202,216,0,296,19,183,254,0,170,267,0
"37.009.0082","Ashe","Old Fields",1816,1796,4,3,2,6,5,17,1799,5,7,0,0,11,6,1472,1460,2,2,2,4,2,11,1461,2,4,0,0,7,4,1537,1530,5,0,2,619,732,0,186,616,728,0,186,1,4,0,0,0,0,0,0,2,0,0,0,712,825,121,376,684,356,309,395,17,64,57,72,66,5,66,2,36,68,357,464,14,322,472,314,450,0,622,26,285,537,0,298,527,0
"37.009.0083","Ashe","Peak Creek",1168,1134,2,13,1,4,14,27,1141,2,19,0,0,13,4,944,917,2,10,1,3,11,25,919,2,16,0,0,12,3,781,778,0,1,2,366,344,4,67,364,344,3,67,0,0,0,0,0,0,1,0,2,0,0,0,375,406,46,168,345,222,164,160,10,53,15,31,28,8,10,2,15,26,180,201,7,155,216,175,185,0,267,30,146,214,0,132,229,0
"37.009.0084","Ashe","Pine Swamp",1891,1849,23,0,2,2,15,37,1854,19,8,0,4,22,1,1487,1452,21,0,2,1,11,34,1453,17,5,0,4,20,1,1335,1318,13,0,4,531,640,0,164,516,640,0,162,13,0,0,0,0,0,0,0,2,0,0,2,637,698,112,376,587,260,202,279,15,44,32,44,44,3,42,1,25,57,266,367,6,238,384,248,361,0,461,18,225,416,0,225,418,0
"37.009.0085","Ashe","Piney Creek",906,900,1,0,0,1,4,2,904,3,1,0,0,0,1,731,727,1,0,0,1,2,2,729,1,1,0,0,0,1,917,914,0,0,3,304,520,0,93,301,520,0,93,0,0,0,0,0,0,0,0,3,0,0,0,427,490,66,209,389,253,127,256,18,17,12,16,10,4,40,1,18,35,162,280,11,122,312,132,280,0,356,16,114,327,0,102,332,0
"37.009.0086","Ashe","Pond Mountain",258,258,0,0,0,0,0,0,258,0,0,0,0,0,0,207,207,0,0,0,0,0,0,207,0,0,0,0,0,0,188,188,0,0,0,54,112,0,22,54,112,0,22,0,0,0,0,0,0,0,0,0,0,0,0,95,93,12,40,74,62,14,43,2,6,2,3,5,0,8,1,1,2,20,59,2,22,57,20,56,0,66,4,18,59,0,21,64,0
"37.009.0087","Ashe","West Jefferson",4098,3905,21,36,16,89,31,216,3882,26,50,0,1,90,89,3289,3146,16,28,11,70,18,158,3131,16,40,0,1,62,70,3502,3477,13,3,9,1725,1381,3,393,1713,1372,3,389,8,2,0,3,0,3,0,0,4,4,0,1,1587,1915,246,915,1416,925,722,661,46,158,96,148,126,11,79,6,41,102,698,685,28,611,738,647,655,0,952,55,580,793,0,573,820,0
"37.011.0088","Avery","Altamont",1223,1164,21,13,2,11,12,30,1193,22,21,0,0,12,8,946,902,20,10,2,5,7,22,924,20,16,0,0,11,4,985,980,1,2,2,172,652,0,161,170,651,0,159,1,0,0,0,0,1,0,1,1,0,0,1,459,526,106,287,430,162,122,305,22,11,11,15,9,5,96,8,22,105,179,300,8,119,319,135,275,84,356,22,113,307,0,0,316,0
"37.011.0089","Avery","Banner Elk",2654,2525,53,8,15,16,37,34,2620,55,24,0,0,20,11,2198,2097,39,8,14,16,24,29,2169,39,20,0,0,15,11,2548,2515,24,1,8,520,1469,5,554,499,1463,5,548,17,4,0,3,0,1,0,0,4,1,0,3,1282,1266,245,963,993,347,245,461,33,22,21,32,21,5,112,18,57,140,386,569,47,330,618,318,575,220,670,68,321,573,0,0,609,0
"37.011.0090","Avery","Beech Mountain",689,681,2,0,0,0,6,6,683,2,4,0,0,6,0,544,540,1,0,0,0,3,5,539,1,1,0,0,5,0,432,431,0,0,1,64,303,2,63,64,302,2,63,0,0,0,0,0,0,0,0,0,1,0,0,224,208,35,126,188,83,46,134,8,4,2,3,5,0,31,6,2,17,81,147,4,72,154,69,141,54,163,4,72,141,0,0,152,0
"37.011.0091","Avery","Carey's Flat",177,176,0,0,0,0,1,1,176,1,0,0,0,1,0,130,130,0,0,0,0,0,1,129,0,0,0,0,1,0,82,82,0,0,0,16,57,0,9,16,57,0,9,0,0,0,0,0,0,0,0,0,0,0,0,38,44,2,34,26,20,8,22,0,1,1,3,1,0,5,0,3,9,10,34,1,9,33,10,28,6,37,1,6,31,0,0,30,0
"37.011.0092","Avery","Cranberry",550,511,1,10,2,25,1,29,521,1,11,0,0,2,25,429,403,1,7,2,15,1,16,413,1,8,0,0,1,15,363,361,0,1,1,37,263,0,63,37,262,0,62,0,0,0,0,0,0,0,1,0,1,0,0,171,192,43,95,142,83,35,149,9,3,2,3,2,2,37,2,7,32,44,123,5,38,123,36,114,23,137,7,40,122,0,0,116,0
"37.011.0093","Avery","Elk Park",1146,1120,0,4,0,20,2,38,1108,0,6,0,0,18,20,856,835,0,1,0,19,1,32,824,0,2,0,0,13,19,789,786,0,1,2,111,548,1,129,111,546,1,128,0,0,0,0,0,1,0,0,0,1,0,1,387,402,85,233,331,140,88,214,15,8,3,8,6,9,48,4,19,62,127,222,7,111,218,111,192,77,246,12,91,221,0,0,205,0
"37.011.0094","Avery","Frank",307,298,5,0,0,0,4,4,303,5,2,2,0,3,0,230,223,4,0,0,0,3,1,229,4,2,1,0,0,0,276,270,6,0,0,18,223,0,35,17,219,0,34,1,4,0,1,0,0,0,0,0,0,0,0,135,141,24,88,124,40,20,116,7,2,0,0,1,1,21,6,8,48,29,135,3,17,142,18,131,12,149,3,19,129,0,0,125,0
"37.011.0095","Avery","Heaton",427,423,0,0,1,0,3,0,427,0,3,0,0,0,0,338,334,0,0,1,0,3,0,338,0,3,0,0,0,0,334,333,0,0,1,27,256,0,51,26,256,0,51,0,0,0,0,0,0,0,0,1,0,0,0,163,171,47,107,131,49,30,118,6,0,4,2,2,0,26,2,5,34,43,119,9,41,119,45,102,26,127,7,38,123,0,0,104,0
"37.011.0096","Avery","Hughes",446,441,1,0,2,2,0,3,443,1,0,0,0,1,2,346,342,1,0,2,1,0,1,345,1,0,0,0,0,1,358,358,0,0,0,27,298,0,33,27,298,0,33,0,0,0,0,0,0,0,0,0,0,0,0,169,189,40,99,146,73,26,161,5,3,0,2,0,1,61,5,15,48,42,168,4,24,172,35,157,16,190,1,22,164,0,0,166,0
"37.011.0097","Avery","Ingalls",2388,1793,506,6,1,75,7,94,2294,508,10,0,0,22,71,2120,1528,506,6,1,74,5,91,2029,508,9,0,0,21,70,640,639,0,0,1,97,449,0,94,97,449,0,93,0,0,0,0,0,0,0,0,0,0,0,1,298,342,49,190,272,129,78,185,8,7,5,9,5,0,46,3,19,77,135,218,9,96,238,92,215,68,271,13,78,245,0,0,246,0
"37.011.0098","Avery","Linville",605,594,1,0,3,1,6,6,599,1,4,0,0,5,1,505,494,1,0,3,1,6,3,502,1,4,0,0,2,1,493,491,1,0,1,92,315,0,86,92,314,0,85,0,0,0,1,0,0,0,0,0,1,0,0,231,262,39,141,194,119,79,128,73,11,8,9,14,1,30,0,11,58,86,144,8,80,147,75,140,48,167,16,64,149,0,0,155,0
"37.011.0099","Avery","Minneapolis",429,428,0,0,0,0,1,0,429,0,1,0,0,0,0,335,334,0,0,0,0,1,0,335,0,1,0,0,0,0,325,325,0,0,0,45,237,0,43,45,237,0,43,0,0,0,0,0,0,0,0,0,0,0,0,163,162,43,90,122,70,39,107,6,7,2,8,6,0,24,4,19,46,38,122,3,32,112,35,97,24,126,5,28,120,0,0,99,0
"37.011.0100","Avery","Montezuma",629,617,0,0,0,8,4,17,612,2,2,0,0,9,8,489,480,0,0,0,7,2,13,476,0,2,0,0,6,7,394,394,0,0,0,87,270,0,37,87,270,0,37,0,0,0,0,0,0,0,0,0,0,0,0,171,223,32,101,179,82,90,93,10,12,12,11,20,2,3,2,9,38,100,121,4,81,116,69,111,44,153,10,70,129,0,0,130,0
"37.011.0101","Avery","Newland 1",1226,1206,0,0,5,7,8,17,1209,1,7,0,0,10,7,945,934,0,0,2,4,5,14,931,0,5,0,0,10,4,968,967,0,0,1,85,745,0,138,85,744,0,138,0,0,0,0,0,0,0,0,0,1,0,0,481,487,92,289,389,198,95,315,26,5,6,9,6,2,78,2,38,111,130,313,12,105,311,98,295,58,371,11,86,307,0,0,302,0
"37.011.0102","Avery","Newland 2",1079,1053,1,0,0,8,17,14,1065,1,12,0,0,1,8,855,833,1,0,0,7,14,13,842,1,9,0,0,1,7,858,858,0,0,0,87,643,0,128,87,643,0,128,0,0,0,0,0,0,0,0,0,0,0,0,393,465,75,256,357,170,108,276,16,4,5,7,7,1,65,10,22,85,144,273,10,109,281,96,263,65,324,15,85,291,0,0,284,0
"37.011.0103","Avery","Pineola",1407,1371,0,4,2,25,5,49,1358,0,5,0,0,24,25,1177,1154,0,2,2,16,3,35,1142,0,3,0,0,19,16,974,972,0,0,2,167,639,3,165,166,638,3,165,0,0,0,0,0,0,0,0,1,1,0,0,471,503,54,207,361,352,171,262,13,23,14,17,30,1,65,10,25,119,172,293,14,149,299,148,266,101,329,20,137,292,0,0,290,0
"37.011.0104","Avery","Plumtree",729,700,7,13,2,3,4,29,700,8,14,2,0,15,3,552,533,7,6,2,2,2,17,535,7,7,1,0,10,2,479,459,18,0,2,55,361,0,63,44,354,0,61,9,7,0,2,0,0,0,0,2,0,0,0,220,259,58,140,205,76,36,153,8,8,3,9,3,0,61,12,18,44,74,200,5,56,190,60,172,35,222,2,47,198,0,0,173,0
"37.011.0105","Avery","Pyatte",498,475,0,0,2,18,3,30,468,0,2,0,0,12,18,381,359,0,0,2,18,2,28,353,0,2,0,0,10,18,261,261,0,0,0,39,187,0,35,39,187,0,35,0,0,0,0,0,0,0,0,0,0,0,0,128,133,36,83,108,34,31,103,1,1,4,3,2,1,36,0,10,35,53,110,3,32,120,35,105,17,134,6,31,120,0,0,122,0
"37.011.0106","Avery","Roaring Creek",558,553,0,0,3,1,1,12,546,0,0,0,0,11,1,455,450,0,0,3,1,1,10,445,0,0,0,0,9,1,345,344,0,0,1,20,290,0,35,20,289,0,35,0,0,0,0,0,0,0,0,0,1,0,0,183,162,34,91,145,75,20,156,2,3,0,3,1,0,41,3,12,49,26,156,4,17,155,15,153,12,164,2,12,151,0,0,146,0
"37.013.0107","Beaufort","HUNTERS BRIDGE",1137,963,159,1,2,10,2,48,1089,159,2,0,0,35,10,862,729,121,1,2,7,2,31,831,121,2,0,0,21,7,654,553,97,1,3,401,209,2,42,312,204,2,35,88,3,0,6,0,0,0,1,1,2,0,0,297,357,63,191,242,158,133,185,8,43,46,89,21,9,27,1,4,22,180,245,4,128,290,158,237,106,322,1,184,235,0,202,207,0
